Local authority,Library name,Month,Type,Loans
Devon,~HQ ADULT READER DEVELOPMENT,2019-08,Children and Teen Fiction,12
Devon,~HQ ADULT READER DEVELOPMENT,2019-08,Children and Teen Non-Fiction,1
Devon,~HQ ADULT READER DEVELOPMENT,2019-08,Misc,8
Devon,~HQ ADULT READER DEVELOPMENT,2019-08,Music CD,1
Devon,~HQ ADULT READER DEVELOPMENT,2019-09,Adult Audiobook,23
Devon,~HQ ADULT READER DEVELOPMENT,2019-09,Adult Fiction,2790
Devon,~HQ ADULT READER DEVELOPMENT,2019-09,Adult Non Fiction,347
Devon,~HQ ADULT READER DEVELOPMENT,2019-09,Children and Teen Fiction,25
Devon,~HQ ADULT READER DEVELOPMENT,2019-09,Music CD,1
Devon,~HQ ADULT READER DEVELOPMENT,2019-10,Adult Audiobook,12
Devon,~HQ ADULT READER DEVELOPMENT,2019-10,Adult Fiction,3043
Devon,~HQ ADULT READER DEVELOPMENT,2019-10,Adult Non Fiction,361
Devon,~HQ ADULT READER DEVELOPMENT,2019-10,Children and Teen Fiction,4
Devon,~HQ ADULT READER DEVELOPMENT,2019-10,Misc,8
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,Adult Audiobook,17
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,Adult Fiction,2854
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,Adult Non Fiction,351
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,Children and Teen Fiction,12
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,DVD,1
Devon,~HQ ADULT READER DEVELOPMENT,2019-11,Music CD,1
Devon,~HQ ADULT READER DEVELOPMENT,2019-12,Adult Audiobook,7
Devon,~HQ ADULT READER DEVELOPMENT,2019-12,Adult Fiction,1696
Devon,~HQ ADULT READER DEVELOPMENT,2019-12,Adult Non Fiction,218
Devon,~HQ ADULT READER DEVELOPMENT,2019-12,DVD,3
Devon,~HQ ADULT READER DEVELOPMENT,2019-12,Misc,8
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,Adult Audiobook,24
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,Adult Fiction,3663
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,Adult Non Fiction,506
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,Children and Teen Fiction,8
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,DVD,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-01,Music CD,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Adult Audiobook,17
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Adult Fiction,2622
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Adult Non Fiction,330
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Children and Teen Fiction,9
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Children and Teen Non-Fiction,2
Devon,~HQ ADULT READER DEVELOPMENT,2020-02,Misc,7
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Adult Audiobook,12
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Adult Fiction,1829
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Adult Non Fiction,206
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Children and Teen Fiction,3
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Children Audiobook,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-03,Misc,8
Devon,~HQ ADULT READER DEVELOPMENT,2020-05,Adult Audiobook,6
Devon,~HQ ADULT READER DEVELOPMENT,2020-05,Adult Fiction,172
Devon,~HQ ADULT READER DEVELOPMENT,2020-05,Adult Non Fiction,5
Devon,~HQ ADULT READER DEVELOPMENT,2020-05,Children and Teen Fiction,2
Devon,~HQ ADULT READER DEVELOPMENT,2020-05,DVD,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-06,Adult Audiobook,9
Devon,~HQ ADULT READER DEVELOPMENT,2020-06,Adult Fiction,1836
Devon,~HQ ADULT READER DEVELOPMENT,2020-06,Adult Non Fiction,190
Devon,~HQ ADULT READER DEVELOPMENT,2020-06,Children and Teen Fiction,2
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Adult Audiobook,18
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Adult Fiction,2095
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Adult Non Fiction,304
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Children and Teen Fiction,12
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Children Audiobook,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-07,Misc,9
Devon,~HQ ADULT READER DEVELOPMENT,2020-08,Adult Audiobook,10
Devon,~HQ ADULT READER DEVELOPMENT,2020-08,Adult Fiction,2065
Devon,~HQ ADULT READER DEVELOPMENT,2020-08,Adult Non Fiction,142
Devon,~HQ ADULT READER DEVELOPMENT,2020-08,Children and Teen Fiction,4
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,Adult Audiobook,4
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,Adult Fiction,1893
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,Adult Non Fiction,202
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,Children and Teen Fiction,17
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,Children and Teen Non-Fiction,1
Devon,~HQ ADULT READER DEVELOPMENT,2020-09,DVD,1
Devon,~HQ CATALOGUE,2018-01,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-01,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2018-01,Children and Teen Fiction,2
Devon,~HQ CATALOGUE,2018-01,Misc,0
Devon,~HQ CATALOGUE,2018-01,Sheet Music,1
Devon,~HQ CATALOGUE,2018-02,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-02,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2018-02,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2018-02,Misc,0
Devon,~HQ CATALOGUE,2018-03,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-03,Adult Non Fiction,0
Devon,~HQ CATALOGUE,2018-03,Misc,0
Devon,~HQ CATALOGUE,2018-03,Sheet Music,0
Devon,~HQ CATALOGUE,2018-04,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-04,Adult Non Fiction,4
Devon,~HQ CATALOGUE,2018-04,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2018-04,Misc,0
Devon,~HQ CATALOGUE,2018-05,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2018-05,Children Audiobook,0
Devon,~HQ CATALOGUE,2018-05,Misc,0
Devon,~HQ CATALOGUE,2018-05,Sheet Music,1
Devon,~HQ CATALOGUE,2018-06,Adult Fiction,3
Devon,~HQ CATALOGUE,2018-06,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2018-06,Misc,0
Devon,~HQ CATALOGUE,2018-07,Adult Fiction,1
Devon,~HQ CATALOGUE,2018-07,DVD,0
Devon,~HQ CATALOGUE,2018-07,Misc,1
Devon,~HQ CATALOGUE,2018-07,Music CD,0
Devon,~HQ CATALOGUE,2018-07,Sheet Music,1
Devon,~HQ CATALOGUE,2018-08,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-08,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2018-08,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2018-08,Children and Teen Non-Fiction,0
Devon,~HQ CATALOGUE,2018-08,Misc,0
Devon,~HQ CATALOGUE,2018-08,Sheet Music,0
Devon,~HQ CATALOGUE,2018-09,Adult Fiction,1
Devon,~HQ CATALOGUE,2018-09,Adult Non Fiction,0
Devon,~HQ CATALOGUE,2018-09,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2018-09,Children Audiobook,0
Devon,~HQ CATALOGUE,2018-09,Misc,0
Devon,~HQ CATALOGUE,2018-09,Sheet Music,0
Devon,~HQ CATALOGUE,2018-10,Adult Fiction,2
Devon,~HQ CATALOGUE,2018-10,Adult Non Fiction,0
Devon,~HQ CATALOGUE,2018-10,Children and Teen Non-Fiction,0
Devon,~HQ CATALOGUE,2018-10,Misc,0
Devon,~HQ CATALOGUE,2018-10,Sheet Music,0
Devon,~HQ CATALOGUE,2018-11,Adult Fiction,1
Devon,~HQ CATALOGUE,2018-11,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2018-11,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2018-11,Misc,0
Devon,~HQ CATALOGUE,2018-11,Sheet Music,0
Devon,~HQ CATALOGUE,2018-12,Adult Fiction,0
Devon,~HQ CATALOGUE,2018-12,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2018-12,Misc,0
Devon,~HQ CATALOGUE,2019-01,Adult Fiction,0
Devon,~HQ CATALOGUE,2019-01,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2019-01,DVD,0
Devon,~HQ CATALOGUE,2019-01,Misc,0
Devon,~HQ CATALOGUE,2019-01,Sheet Music,0
Devon,~HQ CATALOGUE,2019-02,Adult Fiction,1
Devon,~HQ CATALOGUE,2019-02,Adult Non Fiction,0
Devon,~HQ CATALOGUE,2019-02,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2019-02,Children and Teen Non-Fiction,0
Devon,~HQ CATALOGUE,2019-02,Misc,0
Devon,~HQ CATALOGUE,2019-03,Adult Fiction,1
Devon,~HQ CATALOGUE,2019-03,Adult Non Fiction,0
Devon,~HQ CATALOGUE,2019-03,Children and Teen Fiction,0
Devon,~HQ CATALOGUE,2019-03,Children and Teen Non-Fiction,0
Devon,~HQ CATALOGUE,2019-03,Misc,0
Devon,~HQ CATALOGUE,2019-04,Adult Fiction,2
Devon,~HQ CATALOGUE,2019-04,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2019-04,Sheet Music,1
Devon,~HQ CATALOGUE,2019-05,Children and Teen Fiction,1
Devon,~HQ CATALOGUE,2019-06,Adult Fiction,3
Devon,~HQ CATALOGUE,2019-06,Children and Teen Fiction,1
Devon,~HQ CATALOGUE,2019-07,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2019-07,Misc,5
Devon,~HQ CATALOGUE,2019-08,Misc,1
Devon,~HQ CATALOGUE,2019-09,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2019-10,Adult Fiction,1
Devon,~HQ CATALOGUE,2019-10,Sheet Music,5
Devon,~HQ CATALOGUE,2019-11,Adult Fiction,1
Devon,~HQ CATALOGUE,2020-01,Adult Non Fiction,5
Devon,~HQ CATALOGUE,2020-02,Adult Non Fiction,2
Devon,~HQ CATALOGUE,2020-03,Music CD,9
Devon,~HQ CATALOGUE,2020-06,Adult Non Fiction,1
Devon,~HQ CATALOGUE,2020-09,Adult Fiction,1
Devon,~HQ CATALOGUE,2020-09,Adult Non Fiction,2
Devon,~HQ CHILDRENS,2018-02,Adult Non Fiction,0
Devon,~HQ CHILDRENS,2018-02,Children and Teen Fiction,0
Devon,~HQ CHILDRENS,2018-02,Children and Teen Non-Fiction,0
Devon,~HQ CHILDRENS,2018-03,Adult Fiction,0
Devon,~HQ CHILDRENS,2018-03,Children and Teen Fiction,0
Devon,~HQ CHILDRENS,2018-03,Children and Teen Non-Fiction,0
Devon,~HQ CHILDRENS,2018-04,Children and Teen Fiction,0
Devon,~HQ CHILDRENS,2018-04,Children and Teen Non-Fiction,0
Devon,~HQ CHILDRENS,2018-04,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-01,Adult Fiction,59
Devon,~HQ MUSIC and PLAYSETS,2018-01,Adult Non Fiction,18
Devon,~HQ MUSIC and PLAYSETS,2018-01,Children and Teen Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2018-01,Misc,1
Devon,~HQ MUSIC and PLAYSETS,2018-02,DVD,1
Devon,~HQ MUSIC and PLAYSETS,2018-02,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-03,Adult Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2018-03,Adult Non Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-03,Children and Teen Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-03,Children and Teen Non-Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-03,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-04,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-05,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-05,Sheet Music,1
Devon,~HQ MUSIC and PLAYSETS,2018-06,Adult Non Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2018-07,DVD,1
Devon,~HQ MUSIC and PLAYSETS,2018-07,Music CD,0
Devon,~HQ MUSIC and PLAYSETS,2018-08,Adult Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-08,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-10,Adult Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-10,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-11,Adult Non Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2018-11,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2018-11,Play,0
Devon,~HQ MUSIC and PLAYSETS,2018-12,Adult Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2018-12,Adult Non Fiction,0
Devon,~HQ MUSIC and PLAYSETS,2019-01,Adult Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2019-01,Play,0
Devon,~HQ MUSIC and PLAYSETS,2019-02,Adult Fiction,9
Devon,~HQ MUSIC and PLAYSETS,2019-03,Adult Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2019-03,Misc,0
Devon,~HQ MUSIC and PLAYSETS,2019-07,Adult Non Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2019-10,Children and Teen Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2019-11,Adult Non Fiction,1
Devon,~HQ MUSIC and PLAYSETS,2019-11,DVD,1
Devon,~HQ POOL STOCK,2018-01,Adult Audiobook,0
Devon,~HQ POOL STOCK,2018-01,Adult Fiction,0
Devon,~HQ POOL STOCK,2018-01,DVD,0
Devon,~HQ POOL STOCK,2018-01,Misc,0
Devon,~HQ POOL STOCK,2018-02,DVD,0
Devon,~HQ POOL STOCK,2018-02,Misc,0
Devon,~HQ POOL STOCK,2018-02,Music CD,0
Devon,~HQ POOL STOCK,2018-03,Adult Audiobook,0
Devon,~HQ POOL STOCK,2018-03,Adult Fiction,0
Devon,~HQ POOL STOCK,2018-03,Adult Non Fiction,0
Devon,~HQ POOL STOCK,2018-03,DVD,0
Devon,~HQ POOL STOCK,2018-03,Misc,0
Devon,~HQ POOL STOCK,2018-03,Music CD,0
Devon,~HQ POOL STOCK,2018-06,Adult Fiction,0
Devon,~HQ POOL STOCK,2018-06,Adult Non Fiction,0
Devon,~HQ POOL STOCK,2018-06,Misc,0
Devon,~HQ POOL STOCK,2018-07,DVD,0
Devon,~HQ POOL STOCK,2018-07,Misc,0
Devon,~HQ POOL STOCK,2018-07,Music CD,0
Devon,~HQ POOL STOCK,2018-08,Music CD,0
Devon,~HQ POOL STOCK,2018-09,Children and Teen Fiction,0
Devon,~HQ POOL STOCK,2018-09,Children Audiobook,0
Devon,~HQ POOL STOCK,2018-09,DVD,0
Devon,~HQ POOL STOCK,2018-09,Misc,0
Devon,~HQ POOL STOCK,2018-09,Music CD,0
Devon,~HQ POOL STOCK,2018-10,Adult Non Fiction,0
Devon,~HQ POOL STOCK,2018-10,DVD,0
Devon,~HQ POOL STOCK,2018-10,Misc,0
Devon,~HQ POOL STOCK,2018-10,Music CD,0
Devon,~HQ POOL STOCK,2018-11,Adult Non Fiction,0
Devon,~HQ POOL STOCK,2018-11,Misc,0
Devon,~HQ POOL STOCK,2018-12,Misc,0
Devon,~HQ POOL STOCK,2019-01,Adult Fiction,0
Devon,~HQ POOL STOCK,2019-01,DVD,0
Devon,~HQ POOL STOCK,2019-01,Misc,0
Devon,~HQ POOL STOCK,2019-02,Music CD,0
Devon,~HQ POOL STOCK,2019-03,Misc,0
Devon,~HQ POOL STOCK,2020-05,Children and Teen Fiction,6
Devon,~IVYBRIDGE MOBILE,2018-01,Adult Audiobook,15
Devon,~IVYBRIDGE MOBILE,2018-01,Adult Fiction,623
Devon,~IVYBRIDGE MOBILE,2018-01,Adult Non Fiction,73
Devon,~IVYBRIDGE MOBILE,2018-01,Children and Teen Fiction,40
Devon,~IVYBRIDGE MOBILE,2018-01,Children and Teen Non-Fiction,6
Devon,~IVYBRIDGE MOBILE,2018-01,DVD,1
Devon,~IVYBRIDGE MOBILE,2018-01,Misc,43
Devon,~IVYBRIDGE MOBILE,2018-02,Adult Audiobook,0
Devon,~IVYBRIDGE MOBILE,2018-02,Adult Fiction,354
Devon,~IVYBRIDGE MOBILE,2018-02,Adult Non Fiction,37
Devon,~IVYBRIDGE MOBILE,2018-02,Children and Teen Fiction,8
Devon,~IVYBRIDGE MOBILE,2018-02,Children and Teen Non-Fiction,1
Devon,~IVYBRIDGE MOBILE,2018-02,Misc,14
Devon,~IVYBRIDGE MOBILE,2018-03,Adult Audiobook,15
Devon,~IVYBRIDGE MOBILE,2018-03,Adult Fiction,994
Devon,~IVYBRIDGE MOBILE,2018-03,Adult Non Fiction,137
Devon,~IVYBRIDGE MOBILE,2018-03,Children and Teen Fiction,28
Devon,~IVYBRIDGE MOBILE,2018-03,Children and Teen Non-Fiction,4
Devon,~IVYBRIDGE MOBILE,2018-03,DVD,2
Devon,~IVYBRIDGE MOBILE,2018-03,Misc,25
Devon,~IVYBRIDGE MOBILE,2018-04,Adult Audiobook,10
Devon,~IVYBRIDGE MOBILE,2018-04,Adult Fiction,930
Devon,~IVYBRIDGE MOBILE,2018-04,Adult Non Fiction,110
Devon,~IVYBRIDGE MOBILE,2018-04,Children and Teen Fiction,41
Devon,~IVYBRIDGE MOBILE,2018-04,Children and Teen Non-Fiction,4
Devon,~IVYBRIDGE MOBILE,2018-04,Misc,98
Devon,~IVYBRIDGE MOBILE,2018-05,Adult Audiobook,15
Devon,~IVYBRIDGE MOBILE,2018-05,Adult Fiction,741
Devon,~IVYBRIDGE MOBILE,2018-05,Adult Non Fiction,81
Devon,~IVYBRIDGE MOBILE,2018-05,Children and Teen Fiction,38
Devon,~IVYBRIDGE MOBILE,2018-05,Children and Teen Non-Fiction,3
Devon,~IVYBRIDGE MOBILE,2018-05,Misc,74
Devon,~IVYBRIDGE MOBILE,2018-06,Adult Audiobook,17
Devon,~IVYBRIDGE MOBILE,2018-06,Adult Fiction,884
Devon,~IVYBRIDGE MOBILE,2018-06,Adult Non Fiction,110
Devon,~IVYBRIDGE MOBILE,2018-06,Children and Teen Fiction,36
Devon,~IVYBRIDGE MOBILE,2018-06,Children and Teen Non-Fiction,3
Devon,~IVYBRIDGE MOBILE,2018-06,DVD,0
Devon,~IVYBRIDGE MOBILE,2018-06,Misc,88
Devon,~IVYBRIDGE MOBILE,2018-07,Adult Audiobook,8
Devon,~IVYBRIDGE MOBILE,2018-07,Adult Fiction,534
Devon,~IVYBRIDGE MOBILE,2018-07,Adult Non Fiction,70
Devon,~IVYBRIDGE MOBILE,2018-07,Children and Teen Fiction,29
Devon,~IVYBRIDGE MOBILE,2018-07,Children and Teen Non-Fiction,1
Devon,~IVYBRIDGE MOBILE,2018-07,Misc,45
Devon,~IVYBRIDGE MOBILE,2018-08,Adult Audiobook,12
Devon,~IVYBRIDGE MOBILE,2018-08,Adult Fiction,1113
Devon,~IVYBRIDGE MOBILE,2018-08,Adult Non Fiction,99
Devon,~IVYBRIDGE MOBILE,2018-08,Children and Teen Fiction,52
Devon,~IVYBRIDGE MOBILE,2018-08,Children and Teen Non-Fiction,6
Devon,~IVYBRIDGE MOBILE,2018-08,DVD,4
Devon,~IVYBRIDGE MOBILE,2018-08,Misc,80
Devon,~IVYBRIDGE MOBILE,2018-09,Adult Audiobook,5
Devon,~IVYBRIDGE MOBILE,2018-09,Adult Fiction,819
Devon,~IVYBRIDGE MOBILE,2018-09,Adult Non Fiction,85
Devon,~IVYBRIDGE MOBILE,2018-09,Children and Teen Fiction,39
Devon,~IVYBRIDGE MOBILE,2018-09,Children and Teen Non-Fiction,1
Devon,~IVYBRIDGE MOBILE,2018-09,Misc,51
Devon,~IVYBRIDGE MOBILE,2018-10,Adult Audiobook,8
Devon,~IVYBRIDGE MOBILE,2018-10,Adult Fiction,484
Devon,~IVYBRIDGE MOBILE,2018-10,Adult Non Fiction,47
Devon,~IVYBRIDGE MOBILE,2018-10,Children and Teen Fiction,20
Devon,~IVYBRIDGE MOBILE,2018-10,Children and Teen Non-Fiction,3
Devon,~IVYBRIDGE MOBILE,2018-10,DVD,2
Devon,~IVYBRIDGE MOBILE,2018-10,Misc,27
Devon,~IVYBRIDGE MOBILE,2018-11,Adult Audiobook,25
Devon,~IVYBRIDGE MOBILE,2018-11,Adult Fiction,1423
Devon,~IVYBRIDGE MOBILE,2018-11,Adult Non Fiction,131
Devon,~IVYBRIDGE MOBILE,2018-11,Children and Teen Fiction,72
Devon,~IVYBRIDGE MOBILE,2018-11,Children and Teen Non-Fiction,8
Devon,~IVYBRIDGE MOBILE,2018-11,DVD,0
Devon,~IVYBRIDGE MOBILE,2018-11,Misc,99
Devon,~IVYBRIDGE MOBILE,2018-12,Adult Audiobook,8
Devon,~IVYBRIDGE MOBILE,2018-12,Adult Fiction,559
Devon,~IVYBRIDGE MOBILE,2018-12,Adult Non Fiction,42
Devon,~IVYBRIDGE MOBILE,2018-12,Children and Teen Fiction,24
Devon,~IVYBRIDGE MOBILE,2018-12,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2018-12,Misc,31
Devon,~IVYBRIDGE MOBILE,2019-01,Adult Audiobook,5
Devon,~IVYBRIDGE MOBILE,2019-01,Adult Fiction,198
Devon,~IVYBRIDGE MOBILE,2019-01,Adult Non Fiction,7
Devon,~IVYBRIDGE MOBILE,2019-01,Children and Teen Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-01,Misc,11
Devon,~IVYBRIDGE MOBILE,2019-02,Adult Audiobook,16
Devon,~IVYBRIDGE MOBILE,2019-02,Adult Fiction,889
Devon,~IVYBRIDGE MOBILE,2019-02,Adult Non Fiction,104
Devon,~IVYBRIDGE MOBILE,2019-02,Children and Teen Fiction,45
Devon,~IVYBRIDGE MOBILE,2019-02,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-02,DVD,1
Devon,~IVYBRIDGE MOBILE,2019-02,Misc,25
Devon,~IVYBRIDGE MOBILE,2019-03,Adult Audiobook,12
Devon,~IVYBRIDGE MOBILE,2019-03,Adult Fiction,1147
Devon,~IVYBRIDGE MOBILE,2019-03,Adult Non Fiction,109
Devon,~IVYBRIDGE MOBILE,2019-03,Children and Teen Fiction,63
Devon,~IVYBRIDGE MOBILE,2019-03,Children and Teen Non-Fiction,4
Devon,~IVYBRIDGE MOBILE,2019-03,DVD,1
Devon,~IVYBRIDGE MOBILE,2019-03,Misc,24
Devon,~IVYBRIDGE MOBILE,2019-04,Adult Audiobook,10
Devon,~IVYBRIDGE MOBILE,2019-04,Adult Fiction,701
Devon,~IVYBRIDGE MOBILE,2019-04,Adult Non Fiction,81
Devon,~IVYBRIDGE MOBILE,2019-04,Children and Teen Fiction,30
Devon,~IVYBRIDGE MOBILE,2019-04,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-04,Misc,13
Devon,~IVYBRIDGE MOBILE,2019-05,Adult Audiobook,6
Devon,~IVYBRIDGE MOBILE,2019-05,Adult Fiction,633
Devon,~IVYBRIDGE MOBILE,2019-05,Adult Non Fiction,60
Devon,~IVYBRIDGE MOBILE,2019-05,Children and Teen Fiction,35
Devon,~IVYBRIDGE MOBILE,2019-05,Children and Teen Non-Fiction,1
Devon,~IVYBRIDGE MOBILE,2019-05,DVD,2
Devon,~IVYBRIDGE MOBILE,2019-05,Misc,10
Devon,~IVYBRIDGE MOBILE,2019-06,Adult Audiobook,12
Devon,~IVYBRIDGE MOBILE,2019-06,Adult Fiction,863
Devon,~IVYBRIDGE MOBILE,2019-06,Adult Non Fiction,78
Devon,~IVYBRIDGE MOBILE,2019-06,Children and Teen Fiction,23
Devon,~IVYBRIDGE MOBILE,2019-06,Children and Teen Non-Fiction,3
Devon,~IVYBRIDGE MOBILE,2019-06,Misc,6
Devon,~IVYBRIDGE MOBILE,2019-07,Adult Audiobook,17
Devon,~IVYBRIDGE MOBILE,2019-07,Adult Fiction,1006
Devon,~IVYBRIDGE MOBILE,2019-07,Adult Non Fiction,119
Devon,~IVYBRIDGE MOBILE,2019-07,Children and Teen Fiction,44
Devon,~IVYBRIDGE MOBILE,2019-07,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-07,Misc,15
Devon,~IVYBRIDGE MOBILE,2019-08,Adult Audiobook,10
Devon,~IVYBRIDGE MOBILE,2019-08,Adult Fiction,868
Devon,~IVYBRIDGE MOBILE,2019-08,Adult Non Fiction,79
Devon,~IVYBRIDGE MOBILE,2019-08,Children and Teen Fiction,32
Devon,~IVYBRIDGE MOBILE,2019-08,Children and Teen Non-Fiction,4
Devon,~IVYBRIDGE MOBILE,2019-08,Misc,9
Devon,~IVYBRIDGE MOBILE,2019-09,Adult Audiobook,3
Devon,~IVYBRIDGE MOBILE,2019-09,Adult Fiction,718
Devon,~IVYBRIDGE MOBILE,2019-09,Adult Non Fiction,59
Devon,~IVYBRIDGE MOBILE,2019-09,Children and Teen Fiction,36
Devon,~IVYBRIDGE MOBILE,2019-09,Children and Teen Non-Fiction,1
Devon,~IVYBRIDGE MOBILE,2019-09,Misc,10
Devon,~IVYBRIDGE MOBILE,2019-10,Adult Audiobook,16
Devon,~IVYBRIDGE MOBILE,2019-10,Adult Fiction,731
Devon,~IVYBRIDGE MOBILE,2019-10,Adult Non Fiction,91
Devon,~IVYBRIDGE MOBILE,2019-10,Children and Teen Fiction,31
Devon,~IVYBRIDGE MOBILE,2019-10,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-10,DVD,3
Devon,~IVYBRIDGE MOBILE,2019-10,Misc,10
Devon,~IVYBRIDGE MOBILE,2019-11,Adult Audiobook,10
Devon,~IVYBRIDGE MOBILE,2019-11,Adult Fiction,1153
Devon,~IVYBRIDGE MOBILE,2019-11,Adult Non Fiction,110
Devon,~IVYBRIDGE MOBILE,2019-11,Children and Teen Fiction,32
Devon,~IVYBRIDGE MOBILE,2019-11,Children Audiobook,1
Devon,~IVYBRIDGE MOBILE,2019-11,DVD,2
Devon,~IVYBRIDGE MOBILE,2019-11,Misc,9
Devon,~IVYBRIDGE MOBILE,2019-12,Adult Audiobook,6
Devon,~IVYBRIDGE MOBILE,2019-12,Adult Fiction,746
Devon,~IVYBRIDGE MOBILE,2019-12,Adult Non Fiction,80
Devon,~IVYBRIDGE MOBILE,2019-12,Children and Teen Fiction,38
Devon,~IVYBRIDGE MOBILE,2019-12,Children and Teen Non-Fiction,2
Devon,~IVYBRIDGE MOBILE,2019-12,Misc,10
Devon,~IVYBRIDGE MOBILE,2020-01,Adult Audiobook,9
Devon,~IVYBRIDGE MOBILE,2020-01,Adult Fiction,816
Devon,~IVYBRIDGE MOBILE,2020-01,Adult Non Fiction,77
Devon,~IVYBRIDGE MOBILE,2020-01,Children and Teen Fiction,51
Devon,~IVYBRIDGE MOBILE,2020-01,Children and Teen Non-Fiction,5
Devon,~IVYBRIDGE MOBILE,2020-01,Children Audiobook,1
Devon,~IVYBRIDGE MOBILE,2020-01,Misc,7
Devon,~IVYBRIDGE MOBILE,2020-02,Adult Audiobook,11
Devon,~IVYBRIDGE MOBILE,2020-02,Adult Fiction,849
