Local authority,Library name,Month,Type,Loans
Devon,ILFRACOMBE,2015-09,Children and Teen Fiction,699
Devon,ILFRACOMBE,2015-09,Children and Teen Non-Fiction,127
Devon,ILFRACOMBE,2015-09,Children Audiobook,14
Devon,ILFRACOMBE,2015-09,DVD,87
Devon,ILFRACOMBE,2015-09,Misc,1
Devon,ILFRACOMBE,2015-09,Music CD,3
Devon,ILFRACOMBE,2015-09,Play,0
Devon,ILFRACOMBE,2015-09,Sheet Music,1
Devon,ILFRACOMBE,2015-10,Adult Audiobook,67
Devon,ILFRACOMBE,2015-10,Adult Fiction,1085
Devon,ILFRACOMBE,2015-10,Adult Non Fiction,365
Devon,ILFRACOMBE,2015-10,Children and Teen Fiction,661
Devon,ILFRACOMBE,2015-10,Children and Teen Non-Fiction,119
Devon,ILFRACOMBE,2015-10,Children Audiobook,16
Devon,ILFRACOMBE,2015-10,DVD,72
Devon,ILFRACOMBE,2015-10,Misc,1
Devon,ILFRACOMBE,2015-10,Music CD,7
Devon,ILFRACOMBE,2015-10,Sheet Music,3
Devon,ILFRACOMBE,2015-11,Adult Audiobook,60
Devon,ILFRACOMBE,2015-11,Adult Fiction,931
Devon,ILFRACOMBE,2015-11,Adult Non Fiction,265
Devon,ILFRACOMBE,2015-11,Children and Teen Fiction,595
Devon,ILFRACOMBE,2015-11,Children and Teen Non-Fiction,64
Devon,ILFRACOMBE,2015-11,Children Audiobook,18
Devon,ILFRACOMBE,2015-11,DVD,60
Devon,ILFRACOMBE,2015-11,Misc,1
Devon,ILFRACOMBE,2015-11,Music CD,8
Devon,ILFRACOMBE,2015-11,Sheet Music,1
Devon,ILFRACOMBE,2015-12,Adult Audiobook,51
Devon,ILFRACOMBE,2015-12,Adult Fiction,800
Devon,ILFRACOMBE,2015-12,Adult Non Fiction,201
Devon,ILFRACOMBE,2015-12,Children and Teen Fiction,447
Devon,ILFRACOMBE,2015-12,Children and Teen Non-Fiction,67
Devon,ILFRACOMBE,2015-12,Children Audiobook,11
Devon,ILFRACOMBE,2015-12,DVD,54
Devon,ILFRACOMBE,2015-12,Misc,1
Devon,ILFRACOMBE,2015-12,Music CD,4
Devon,ILFRACOMBE,2015-12,Sheet Music,3
Devon,ILFRACOMBE,2016-01,Adult Audiobook,37
Devon,ILFRACOMBE,2016-01,Adult Fiction,986
Devon,ILFRACOMBE,2016-01,Adult Non Fiction,205
Devon,ILFRACOMBE,2016-01,Children and Teen Fiction,611
Devon,ILFRACOMBE,2016-01,Children and Teen Non-Fiction,84
Devon,ILFRACOMBE,2016-01,Children Audiobook,11
Devon,ILFRACOMBE,2016-01,DVD,76
Devon,ILFRACOMBE,2016-01,Misc,2
Devon,ILFRACOMBE,2016-01,Music CD,5
Devon,ILFRACOMBE,2016-01,Sheet Music,0
Devon,ILFRACOMBE,2016-02,Adult Audiobook,66
Devon,ILFRACOMBE,2016-02,Adult Fiction,1083
Devon,ILFRACOMBE,2016-02,Adult Non Fiction,231
Devon,ILFRACOMBE,2016-02,Children and Teen Fiction,665
Devon,ILFRACOMBE,2016-02,Children and Teen Non-Fiction,87
Devon,ILFRACOMBE,2016-02,Children Audiobook,14
Devon,ILFRACOMBE,2016-02,DVD,86
Devon,ILFRACOMBE,2016-02,Misc,0
Devon,ILFRACOMBE,2016-02,Music CD,1
Devon,ILFRACOMBE,2016-02,Sheet Music,0
Devon,ILFRACOMBE,2016-03,Adult Audiobook,81
Devon,ILFRACOMBE,2016-03,Adult Fiction,1089
Devon,ILFRACOMBE,2016-03,Adult Non Fiction,223
Devon,ILFRACOMBE,2016-03,Children and Teen Fiction,614
Devon,ILFRACOMBE,2016-03,Children and Teen Non-Fiction,123
Devon,ILFRACOMBE,2016-03,Children Audiobook,14
Devon,ILFRACOMBE,2016-03,DVD,79
Devon,ILFRACOMBE,2016-03,Misc,1
Devon,ILFRACOMBE,2016-03,Music CD,2
Devon,ILFRACOMBE,2016-03,Play,0
Devon,ILFRACOMBE,2016-03,Sheet Music,2
Devon,ILFRACOMBE,2016-04,Adult Audiobook,74
Devon,ILFRACOMBE,2016-04,Adult Fiction,1063
Devon,ILFRACOMBE,2016-04,Adult Non Fiction,222
Devon,ILFRACOMBE,2016-04,Children and Teen Fiction,664
Devon,ILFRACOMBE,2016-04,Children and Teen Non-Fiction,121
Devon,ILFRACOMBE,2016-04,Children Audiobook,14
Devon,ILFRACOMBE,2016-04,DVD,43
Devon,ILFRACOMBE,2016-04,Misc,1
Devon,ILFRACOMBE,2016-04,Music CD,4
Devon,ILFRACOMBE,2016-04,Sheet Music,0
Devon,ILFRACOMBE,2016-05,Adult Audiobook,60
Devon,ILFRACOMBE,2016-05,Adult Fiction,1068
Devon,ILFRACOMBE,2016-05,Adult Non Fiction,253
Devon,ILFRACOMBE,2016-05,Children and Teen Fiction,573
Devon,ILFRACOMBE,2016-05,Children and Teen Non-Fiction,84
Devon,ILFRACOMBE,2016-05,Children Audiobook,8
Devon,ILFRACOMBE,2016-05,DVD,46
Devon,ILFRACOMBE,2016-05,Music CD,1
Devon,ILFRACOMBE,2016-06,Adult Audiobook,66
Devon,ILFRACOMBE,2016-06,Adult Fiction,996
Devon,ILFRACOMBE,2016-06,Adult Non Fiction,179
Devon,ILFRACOMBE,2016-06,Children and Teen Fiction,603
Devon,ILFRACOMBE,2016-06,Children and Teen Non-Fiction,63
Devon,ILFRACOMBE,2016-06,Children Audiobook,13
Devon,ILFRACOMBE,2016-06,DVD,37
Devon,ILFRACOMBE,2016-06,Music CD,1
Devon,ILFRACOMBE,2016-06,Sheet Music,0
Devon,ILFRACOMBE,2016-07,Adult Audiobook,63
Devon,ILFRACOMBE,2016-07,Adult Fiction,1121
Devon,ILFRACOMBE,2016-07,Adult Non Fiction,219
Devon,ILFRACOMBE,2016-07,Children and Teen Fiction,881
Devon,ILFRACOMBE,2016-07,Children and Teen Non-Fiction,147
Devon,ILFRACOMBE,2016-07,Children Audiobook,20
Devon,ILFRACOMBE,2016-07,DVD,70
Devon,ILFRACOMBE,2016-07,Music CD,8
Devon,ILFRACOMBE,2016-07,Sheet Music,1
Devon,ILFRACOMBE,2016-08,Adult Audiobook,82
Devon,ILFRACOMBE,2016-08,Adult Fiction,1102
Devon,ILFRACOMBE,2016-08,Adult Non Fiction,221
Devon,ILFRACOMBE,2016-08,Children and Teen Fiction,979
Devon,ILFRACOMBE,2016-08,Children and Teen Non-Fiction,117
Devon,ILFRACOMBE,2016-08,Children Audiobook,21
Devon,ILFRACOMBE,2016-08,DVD,75
Devon,ILFRACOMBE,2016-08,Misc,0
Devon,ILFRACOMBE,2016-08,Music CD,1
Devon,ILFRACOMBE,2016-08,Sheet Music,1
Devon,ILFRACOMBE,2016-09,Adult Audiobook,49
Devon,ILFRACOMBE,2016-09,Adult Fiction,1038
Devon,ILFRACOMBE,2016-09,Adult Non Fiction,276
Devon,ILFRACOMBE,2016-09,Children and Teen Fiction,628
Devon,ILFRACOMBE,2016-09,Children and Teen Non-Fiction,99
Devon,ILFRACOMBE,2016-09,Children Audiobook,9
Devon,ILFRACOMBE,2016-09,DVD,28
Devon,ILFRACOMBE,2016-09,Misc,1
Devon,ILFRACOMBE,2016-09,Music CD,2
Devon,ILFRACOMBE,2016-10,Adult Audiobook,48
Devon,ILFRACOMBE,2016-10,Adult Fiction,950
Devon,ILFRACOMBE,2016-10,Adult Non Fiction,571
Devon,ILFRACOMBE,2016-10,Children and Teen Fiction,504
Devon,ILFRACOMBE,2016-10,Children and Teen Non-Fiction,95
Devon,ILFRACOMBE,2016-10,Children Audiobook,8
Devon,ILFRACOMBE,2016-10,DVD,51
Devon,ILFRACOMBE,2016-10,Misc,1
Devon,ILFRACOMBE,2016-10,Music CD,4
Devon,ILFRACOMBE,2016-10,Sheet Music,0
Devon,ILFRACOMBE,2016-11,Adult Audiobook,58
Devon,ILFRACOMBE,2016-11,Adult Fiction,896
Devon,ILFRACOMBE,2016-11,Adult Non Fiction,208
Devon,ILFRACOMBE,2016-11,Children and Teen Fiction,626
Devon,ILFRACOMBE,2016-11,Children and Teen Non-Fiction,74
Devon,ILFRACOMBE,2016-11,Children Audiobook,6
Devon,ILFRACOMBE,2016-11,DVD,50
Devon,ILFRACOMBE,2016-11,Misc,1
Devon,ILFRACOMBE,2016-11,Music CD,3
Devon,ILFRACOMBE,2016-11,Sheet Music,2
Devon,ILFRACOMBE,2016-12,Adult Audiobook,45
Devon,ILFRACOMBE,2016-12,Adult Fiction,757
Devon,ILFRACOMBE,2016-12,Adult Non Fiction,145
Devon,ILFRACOMBE,2016-12,Children and Teen Fiction,411
Devon,ILFRACOMBE,2016-12,Children and Teen Non-Fiction,60
Devon,ILFRACOMBE,2016-12,Children Audiobook,7
Devon,ILFRACOMBE,2016-12,DVD,50
Devon,ILFRACOMBE,2016-12,Music CD,2
Devon,ILFRACOMBE,2016-12,Sheet Music,0
Devon,ILFRACOMBE,2017-01,Adult Audiobook,51
Devon,ILFRACOMBE,2017-01,Adult Fiction,916
Devon,ILFRACOMBE,2017-01,Adult Non Fiction,242
Devon,ILFRACOMBE,2017-01,Children and Teen Fiction,632
Devon,ILFRACOMBE,2017-01,Children and Teen Non-Fiction,97
Devon,ILFRACOMBE,2017-01,Children Audiobook,4
Devon,ILFRACOMBE,2017-01,DVD,44
Devon,ILFRACOMBE,2017-01,Misc,2
Devon,ILFRACOMBE,2017-01,Music CD,6
Devon,ILFRACOMBE,2017-01,Sheet Music,2
Devon,ILFRACOMBE,2017-02,Adult Audiobook,63
Devon,ILFRACOMBE,2017-02,Adult Fiction,869
Devon,ILFRACOMBE,2017-02,Adult Non Fiction,242
Devon,ILFRACOMBE,2017-02,Children and Teen Fiction,634
Devon,ILFRACOMBE,2017-02,Children and Teen Non-Fiction,75
Devon,ILFRACOMBE,2017-02,Children Audiobook,5
Devon,ILFRACOMBE,2017-02,DVD,50
Devon,ILFRACOMBE,2017-02,Music CD,3
Devon,ILFRACOMBE,2017-02,Sheet Music,2
Devon,ILFRACOMBE,2017-03,Adult Audiobook,45
Devon,ILFRACOMBE,2017-03,Adult Fiction,1034
Devon,ILFRACOMBE,2017-03,Adult Non Fiction,257
Devon,ILFRACOMBE,2017-03,Children and Teen Fiction,809
Devon,ILFRACOMBE,2017-03,Children and Teen Non-Fiction,100
Devon,ILFRACOMBE,2017-03,Children Audiobook,6
Devon,ILFRACOMBE,2017-03,DVD,45
Devon,ILFRACOMBE,2017-03,Music CD,1
Devon,ILFRACOMBE,2017-03,Sheet Music,0
Devon,ILFRACOMBE,2017-04,Adult Audiobook,31
Devon,ILFRACOMBE,2017-04,Adult Fiction,846
Devon,ILFRACOMBE,2017-04,Adult Non Fiction,169
Devon,ILFRACOMBE,2017-04,Children and Teen Fiction,491
Devon,ILFRACOMBE,2017-04,Children and Teen Non-Fiction,53
Devon,ILFRACOMBE,2017-04,Children Audiobook,2
Devon,ILFRACOMBE,2017-04,DVD,43
Devon,ILFRACOMBE,2017-04,Music CD,3
Devon,ILFRACOMBE,2017-04,Sheet Music,1
Devon,ILFRACOMBE,2017-05,Adult Audiobook,39
Devon,ILFRACOMBE,2017-05,Adult Fiction,869
Devon,ILFRACOMBE,2017-05,Adult Non Fiction,243
Devon,ILFRACOMBE,2017-05,Children and Teen Fiction,537
Devon,ILFRACOMBE,2017-05,Children and Teen Non-Fiction,60
Devon,ILFRACOMBE,2017-05,Children Audiobook,10
Devon,ILFRACOMBE,2017-05,DVD,34
Devon,ILFRACOMBE,2017-05,Misc,1
Devon,ILFRACOMBE,2017-05,Music CD,2
Devon,ILFRACOMBE,2017-05,Sheet Music,0
Devon,ILFRACOMBE,2017-06,Adult Audiobook,52
Devon,ILFRACOMBE,2017-06,Adult Fiction,835
Devon,ILFRACOMBE,2017-06,Adult Non Fiction,238
Devon,ILFRACOMBE,2017-06,Children and Teen Fiction,598
Devon,ILFRACOMBE,2017-06,Children and Teen Non-Fiction,71
Devon,ILFRACOMBE,2017-06,Children Audiobook,20
Devon,ILFRACOMBE,2017-06,DVD,35
Devon,ILFRACOMBE,2017-06,Misc,1
Devon,ILFRACOMBE,2017-06,Music CD,5
Devon,ILFRACOMBE,2017-06,Sheet Music,5
Devon,ILFRACOMBE,2017-07,Adult Audiobook,65
Devon,ILFRACOMBE,2017-07,Adult Fiction,1027
Devon,ILFRACOMBE,2017-07,Adult Non Fiction,194
Devon,ILFRACOMBE,2017-07,Children and Teen Fiction,971
Devon,ILFRACOMBE,2017-07,Children and Teen Non-Fiction,87
Devon,ILFRACOMBE,2017-07,Children Audiobook,15
Devon,ILFRACOMBE,2017-07,DVD,61
Devon,ILFRACOMBE,2017-07,Misc,0
Devon,ILFRACOMBE,2017-07,Music CD,0
Devon,ILFRACOMBE,2017-07,Sheet Music,2
Devon,ILFRACOMBE,2017-08,Adult Audiobook,44
Devon,ILFRACOMBE,2017-08,Adult Fiction,929
Devon,ILFRACOMBE,2017-08,Adult Non Fiction,185
Devon,ILFRACOMBE,2017-08,Children and Teen Fiction,1127
Devon,ILFRACOMBE,2017-08,Children and Teen Non-Fiction,138
Devon,ILFRACOMBE,2017-08,Children Audiobook,18
Devon,ILFRACOMBE,2017-08,DVD,69
Devon,ILFRACOMBE,2017-08,Music CD,4
Devon,ILFRACOMBE,2017-08,Sheet Music,7
Devon,ILFRACOMBE,2017-09,Adult Audiobook,63
Devon,ILFRACOMBE,2017-09,Adult Fiction,993
Devon,ILFRACOMBE,2017-09,Adult Non Fiction,222
Devon,ILFRACOMBE,2017-09,Children and Teen Fiction,734
Devon,ILFRACOMBE,2017-09,Children and Teen Non-Fiction,87
Devon,ILFRACOMBE,2017-09,Children Audiobook,13
Devon,ILFRACOMBE,2017-09,DVD,43
Devon,ILFRACOMBE,2017-09,Misc,2
Devon,ILFRACOMBE,2017-09,Sheet Music,0
Devon,ILFRACOMBE,2017-10,Adult Audiobook,32
Devon,ILFRACOMBE,2017-10,Adult Fiction,903
Devon,ILFRACOMBE,2017-10,Adult Non Fiction,219
Devon,ILFRACOMBE,2017-10,Children and Teen Fiction,658
Devon,ILFRACOMBE,2017-10,Children and Teen Non-Fiction,84
Devon,ILFRACOMBE,2017-10,Children Audiobook,9
Devon,ILFRACOMBE,2017-10,DVD,80
Devon,ILFRACOMBE,2017-10,Misc,0
Devon,ILFRACOMBE,2017-10,Music CD,5
Devon,ILFRACOMBE,2017-10,Sheet Music,0
Devon,ILFRACOMBE,2018-01,Adult Audiobook,47
Devon,ILFRACOMBE,2018-01,Adult Fiction,779
Devon,ILFRACOMBE,2018-01,Adult Non Fiction,194
Devon,ILFRACOMBE,2018-01,Children and Teen Fiction,475
Devon,ILFRACOMBE,2018-01,Children and Teen Non-Fiction,97
Devon,ILFRACOMBE,2018-01,Children Audiobook,3
Devon,ILFRACOMBE,2018-01,DVD,42
Devon,ILFRACOMBE,2018-01,Misc,21
Devon,ILFRACOMBE,2018-01,Music CD,4
Devon,ILFRACOMBE,2018-01,Sheet Music,0
Devon,ILFRACOMBE,2018-02,Adult Audiobook,55
Devon,ILFRACOMBE,2018-02,Adult Fiction,722
Devon,ILFRACOMBE,2018-02,Adult Non Fiction,202
Devon,ILFRACOMBE,2018-02,Children and Teen Fiction,550
Devon,ILFRACOMBE,2018-02,Children and Teen Non-Fiction,85
Devon,ILFRACOMBE,2018-02,Children Audiobook,20
Devon,ILFRACOMBE,2018-02,DVD,72
Devon,ILFRACOMBE,2018-02,Misc,22
Devon,ILFRACOMBE,2018-02,Music CD,5
Devon,ILFRACOMBE,2018-02,Sheet Music,0
Devon,ILFRACOMBE,2018-03,Adult Audiobook,50
Devon,ILFRACOMBE,2018-03,Adult Fiction,874
Devon,ILFRACOMBE,2018-03,Adult Non Fiction,170
Devon,ILFRACOMBE,2018-03,Children and Teen Fiction,497
Devon,ILFRACOMBE,2018-03,Children and Teen Non-Fiction,74
Devon,ILFRACOMBE,2018-03,Children Audiobook,11
Devon,ILFRACOMBE,2018-03,DVD,64
Devon,ILFRACOMBE,2018-03,Misc,4
Devon,ILFRACOMBE,2018-03,Music CD,2
Devon,ILFRACOMBE,2018-04,Adult Audiobook,47
Devon,ILFRACOMBE,2018-04,Adult Fiction,672
Devon,ILFRACOMBE,2018-04,Adult Non Fiction,135
Devon,ILFRACOMBE,2018-04,Children and Teen Fiction,427
Devon,ILFRACOMBE,2018-04,Children and Teen Non-Fiction,52
Devon,ILFRACOMBE,2018-04,Children Audiobook,8
Devon,ILFRACOMBE,2018-04,DVD,37
Devon,ILFRACOMBE,2018-04,Misc,167
Devon,ILFRACOMBE,2018-05,Adult Audiobook,45
Devon,ILFRACOMBE,2018-05,Adult Fiction,836
Devon,ILFRACOMBE,2018-05,Adult Non Fiction,162
Devon,ILFRACOMBE,2018-05,Children and Teen Fiction,455
Devon,ILFRACOMBE,2018-05,Children and Teen Non-Fiction,76
Devon,ILFRACOMBE,2018-05,Children Audiobook,14
Devon,ILFRACOMBE,2018-05,DVD,22
Devon,ILFRACOMBE,2018-05,Misc,151
Devon,ILFRACOMBE,2018-05,Music CD,1
Devon,ILFRACOMBE,2018-05,Sheet Music,1
Devon,ILFRACOMBE,2018-06,Adult Audiobook,42
Devon,ILFRACOMBE,2018-06,Adult Fiction,722
Devon,ILFRACOMBE,2018-06,Adult Non Fiction,151
Devon,ILFRACOMBE,2018-06,Children and Teen Fiction,399
Devon,ILFRACOMBE,2018-06,Children and Teen Non-Fiction,71
Devon,ILFRACOMBE,2018-06,Children Audiobook,8
Devon,ILFRACOMBE,2018-06,DVD,20
Devon,ILFRACOMBE,2018-06,Misc,113
Devon,ILFRACOMBE,2018-06,Music CD,1
Devon,ILFRACOMBE,2018-06,Sheet Music,0
Devon,ILFRACOMBE,2018-07,Adult Audiobook,30
Devon,ILFRACOMBE,2018-07,Adult Fiction,743
Devon,ILFRACOMBE,2018-07,Adult Non Fiction,150
Devon,ILFRACOMBE,2018-07,Children and Teen Fiction,812
Devon,ILFRACOMBE,2018-07,Children and Teen Non-Fiction,120
Devon,ILFRACOMBE,2018-07,Children Audiobook,21
Devon,ILFRACOMBE,2018-07,DVD,38
Devon,ILFRACOMBE,2018-07,Misc,204
Devon,ILFRACOMBE,2018-07,Music CD,0
Devon,ILFRACOMBE,2018-07,Sheet Music,0
Devon,ILFRACOMBE,2018-08,Adult Audiobook,32
Devon,ILFRACOMBE,2018-08,Adult Fiction,855
Devon,ILFRACOMBE,2018-08,Adult Non Fiction,139
Devon,ILFRACOMBE,2018-08,Children and Teen Fiction,952
Devon,ILFRACOMBE,2018-08,Children and Teen Non-Fiction,159
Devon,ILFRACOMBE,2018-08,Children Audiobook,10
Devon,ILFRACOMBE,2018-08,DVD,64
Devon,ILFRACOMBE,2018-08,Misc,158
Devon,ILFRACOMBE,2018-08,Play,1
Devon,ILFRACOMBE,2018-09,Adult Audiobook,35
Devon,ILFRACOMBE,2018-09,Adult Fiction,715
Devon,ILFRACOMBE,2018-09,Adult Non Fiction,177
Devon,ILFRACOMBE,2018-09,Children and Teen Fiction,685
Devon,ILFRACOMBE,2018-09,Children and Teen Non-Fiction,99
Devon,ILFRACOMBE,2018-09,Children Audiobook,13
Devon,ILFRACOMBE,2018-09,DVD,45
Devon,ILFRACOMBE,2018-09,Misc,107
Devon,ILFRACOMBE,2018-10,Adult Audiobook,21
Devon,ILFRACOMBE,2018-10,Adult Fiction,797
Devon,ILFRACOMBE,2018-10,Adult Non Fiction,162
Devon,ILFRACOMBE,2018-10,Children and Teen Fiction,571
Devon,ILFRACOMBE,2018-10,Children and Teen Non-Fiction,97
Devon,ILFRACOMBE,2018-10,Children Audiobook,8
Devon,ILFRACOMBE,2018-10,DVD,57
Devon,ILFRACOMBE,2018-10,Misc,82
Devon,ILFRACOMBE,2018-10,Music CD,2
Devon,ILFRACOMBE,2018-11,Adult Audiobook,24
Devon,ILFRACOMBE,2018-11,Adult Fiction,723
Devon,ILFRACOMBE,2018-11,Adult Non Fiction,184
Devon,ILFRACOMBE,2018-11,Children and Teen Fiction,601
Devon,ILFRACOMBE,2018-11,Children and Teen Non-Fiction,110
Devon,ILFRACOMBE,2018-11,Children Audiobook,16
Devon,ILFRACOMBE,2018-11,DVD,42
Devon,ILFRACOMBE,2018-11,Misc,54
Devon,ILFRACOMBE,2018-11,Music CD,3
Devon,ILFRACOMBE,2018-11,Sheet Music,1
Devon,ILFRACOMBE,2018-12,Adult Audiobook,28
Devon,ILFRACOMBE,2018-12,Adult Fiction,577
Devon,ILFRACOMBE,2018-12,Adult Non Fiction,74
Devon,ILFRACOMBE,2018-12,Children and Teen Fiction,271
Devon,ILFRACOMBE,2018-12,Children and Teen Non-Fiction,35
Devon,ILFRACOMBE,2018-12,Children Audiobook,3
Devon,ILFRACOMBE,2018-12,DVD,42
Devon,ILFRACOMBE,2018-12,Misc,35
Devon,ILFRACOMBE,2018-12,Music CD,2
Devon,ILFRACOMBE,2018-12,Sheet Music,0
Devon,ILFRACOMBE,2019-01,Adult Audiobook,26
Devon,ILFRACOMBE,2019-01,Adult Fiction,796
Devon,ILFRACOMBE,2019-01,Adult Non Fiction,189
Devon,ILFRACOMBE,2019-01,Children and Teen Fiction,363
Devon,ILFRACOMBE,2019-01,Children and Teen Non-Fiction,79
Devon,ILFRACOMBE,2019-01,Children Audiobook,8
Devon,ILFRACOMBE,2019-01,DVD,23
Devon,ILFRACOMBE,2019-01,Misc,24
Devon,ILFRACOMBE,2019-01,Sheet Music,0
Devon,ILFRACOMBE,2019-02,Adult Audiobook,25
Devon,ILFRACOMBE,2019-02,Adult Fiction,743
Devon,ILFRACOMBE,2019-02,Adult Non Fiction,185
Devon,ILFRACOMBE,2019-02,Children and Teen Fiction,571
Devon,ILFRACOMBE,2019-02,Children and Teen Non-Fiction,68
Devon,ILFRACOMBE,2019-02,Children Audiobook,7
Devon,ILFRACOMBE,2019-02,DVD,44
Devon,ILFRACOMBE,2019-02,Misc,19
Devon,ILFRACOMBE,2019-02,Sheet Music,0
Devon,ILFRACOMBE,2019-03,Adult Audiobook,35
Devon,ILFRACOMBE,2019-03,Adult Fiction,767
Devon,ILFRACOMBE,2019-03,Adult Non Fiction,175
Devon,ILFRACOMBE,2019-03,Children and Teen Fiction,668
Devon,ILFRACOMBE,2019-03,Children and Teen Non-Fiction,97
Devon,ILFRACOMBE,2019-03,Children Audiobook,11
Devon,ILFRACOMBE,2019-03,DVD,53
Devon,ILFRACOMBE,2019-03,Misc,5
Devon,ILFRACOMBE,2019-03,Music CD,4
Devon,ILFRACOMBE,2019-03,Sheet Music,2
Devon,ILFRACOMBE,2019-04,Adult Audiobook,25
Devon,ILFRACOMBE,2019-04,Adult Fiction,810
Devon,ILFRACOMBE,2019-04,Adult Non Fiction,130
Devon,ILFRACOMBE,2019-04,Children and Teen Fiction,625
Devon,ILFRACOMBE,2019-04,Children and Teen Non-Fiction,82
Devon,ILFRACOMBE,2019-04,Children Audiobook,13
Devon,ILFRACOMBE,2019-04,DVD,37
Devon,ILFRACOMBE,2019-04,Music CD,5
Devon,ILFRACOMBE,2019-05,Adult Audiobook,33
Devon,ILFRACOMBE,2019-05,Adult Fiction,840
Devon,ILFRACOMBE,2019-05,Adult Non Fiction,142
Devon,ILFRACOMBE,2019-05,Children and Teen Fiction,553
Devon,ILFRACOMBE,2019-05,Children and Teen Non-Fiction,55
Devon,ILFRACOMBE,2019-05,Children Audiobook,9
Devon,ILFRACOMBE,2019-05,DVD,35
Devon,ILFRACOMBE,2019-06,Adult Audiobook,35
Devon,ILFRACOMBE,2019-06,Adult Fiction,833
Devon,ILFRACOMBE,2019-06,Adult Non Fiction,173
Devon,ILFRACOMBE,2019-06,Children and Teen Fiction,565
Devon,ILFRACOMBE,2019-06,Children and Teen Non-Fiction,67
Devon,ILFRACOMBE,2019-06,Children Audiobook,4
Devon,ILFRACOMBE,2019-06,DVD,38
Devon,ILFRACOMBE,2019-06,Music CD,3
Devon,ILFRACOMBE,2019-06,Sheet Music,1
Devon,ILFRACOMBE,2019-07,Adult Audiobook,26
Devon,ILFRACOMBE,2019-07,Adult Fiction,775
Devon,ILFRACOMBE,2019-07,Adult Non Fiction,156
Devon,ILFRACOMBE,2019-07,Children and Teen Fiction,1098
Devon,ILFRACOMBE,2019-07,Children and Teen Non-Fiction,87
Devon,ILFRACOMBE,2019-07,Children Audiobook,24
Devon,ILFRACOMBE,2019-07,DVD,28
Devon,ILFRACOMBE,2019-08,Adult Audiobook,24
Devon,ILFRACOMBE,2019-08,Adult Fiction,869
Devon,ILFRACOMBE,2019-08,Adult Non Fiction,214
Devon,ILFRACOMBE,2019-08,Children and Teen Fiction,1172
Devon,ILFRACOMBE,2019-08,Children and Teen Non-Fiction,125
Devon,ILFRACOMBE,2019-08,Children Audiobook,18
Devon,ILFRACOMBE,2019-08,DVD,64
Devon,ILFRACOMBE,2019-08,Misc,1
Devon,ILFRACOMBE,2019-08,Sheet Music,1
Devon,ILFRACOMBE,2019-09,Adult Audiobook,42
Devon,ILFRACOMBE,2019-09,Adult Fiction,854
Devon,ILFRACOMBE,2019-09,Adult Non Fiction,224
Devon,ILFRACOMBE,2019-09,Children and Teen Fiction,599
Devon,ILFRACOMBE,2019-09,Children and Teen Non-Fiction,74
Devon,ILFRACOMBE,2019-09,Children Audiobook,22
Devon,ILFRACOMBE,2019-09,DVD,32
Devon,ILFRACOMBE,2019-09,Misc,2
Devon,ILFRACOMBE,2019-09,Music CD,1
Devon,ILFRACOMBE,2019-10,Adult Audiobook,32
Devon,ILFRACOMBE,2019-10,Adult Fiction,888
Devon,ILFRACOMBE,2019-10,Adult Non Fiction,213
Devon,ILFRACOMBE,2019-10,Children and Teen Fiction,542
Devon,ILFRACOMBE,2019-10,Children and Teen Non-Fiction,45
Devon,ILFRACOMBE,2019-10,Children Audiobook,14
Devon,ILFRACOMBE,2019-10,DVD,47
Devon,ILFRACOMBE,2019-11,Adult Audiobook,24
Devon,ILFRACOMBE,2019-11,Adult Fiction,819
Devon,ILFRACOMBE,2019-11,Adult Non Fiction,187
Devon,ILFRACOMBE,2019-11,Children and Teen Fiction,422
Devon,ILFRACOMBE,2019-11,Children and Teen Non-Fiction,59
Devon,ILFRACOMBE,2019-11,Children Audiobook,11
Devon,ILFRACOMBE,2019-11,DVD,41
Devon,ILFRACOMBE,2019-11,Music CD,1
Devon,ILFRACOMBE,2019-12,Adult Audiobook,33
Devon,ILFRACOMBE,2019-12,Adult Fiction,631
Devon,ILFRACOMBE,2019-12,Adult Non Fiction,116
Devon,ILFRACOMBE,2019-12,Children and Teen Fiction,342
Devon,ILFRACOMBE,2019-12,Children and Teen Non-Fiction,30
Devon,ILFRACOMBE,2019-12,Children Audiobook,4
Devon,ILFRACOMBE,2019-12,DVD,39
Devon,ILFRACOMBE,2019-12,Music CD,2
Devon,ILFRACOMBE,2020-01,Adult Audiobook,34
Devon,ILFRACOMBE,2020-01,Adult Fiction,844
Devon,ILFRACOMBE,2020-01,Adult Non Fiction,198
Devon,ILFRACOMBE,2020-01,Children and Teen Fiction,558
Devon,ILFRACOMBE,2020-01,Children and Teen Non-Fiction,80
Devon,ILFRACOMBE,2020-01,Children Audiobook,8
Devon,ILFRACOMBE,2020-01,DVD,39
Devon,ILFRACOMBE,2020-01,Misc,1
Devon,ILFRACOMBE,2020-01,Music CD,3
Devon,ILFRACOMBE,2020-01,Play,1
Devon,ILFRACOMBE,2020-01,Sheet Music,1
Devon,ILFRACOMBE,2020-02,Adult Audiobook,39
Devon,ILFRACOMBE,2020-02,Adult Fiction,747
Devon,ILFRACOMBE,2020-02,Adult Non Fiction,210
Devon,ILFRACOMBE,2020-02,Children and Teen Fiction,616
Devon,ILFRACOMBE,2020-02,Children and Teen Non-Fiction,93
Devon,ILFRACOMBE,2020-02,Children Audiobook,7
